PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,COIS,AUID,RN,EIN,CIN,RF,GR,CON,TT,MID,CN,OID,FIR,IR,GN,PS,FPS
22584114,NLM,MEDLINE,20121024,20120703,1532-2742 (Electronic) 0163-4453 (Linking),65,2,2012 Aug,Using the NIHR Comprehensive Clinical Research Network for infectious diseases and microbiology research.,99-101,10.1016/j.jinf.2012.05.003 [doi],,,"['Read, Robert C', 'Carson, Gail']","['Read RC', 'Carson G']",,['eng'],['Editorial'],20120511,England,J Infect,The Journal of infection,7908424,IM,"['Biomedical Research/*economics/*organization & administration', '*Capital Financing', 'Communicable Disease Control/*methods', 'Communicable Diseases/*diagnosis/*therapy', 'England', 'Humans']",,,,2012/05/16 06:00,2012/10/25 06:00,['2012/05/16 06:00'],"['2012/05/16 06:00 [entrez]', '2012/05/16 06:00 [pubmed]', '2012/10/25 06:00 [medline]']","['S0163-4453(12)00129-6 [pii]', '10.1016/j.jinf.2012.05.003 [doi]']",ppublish,J Infect. 2012 Aug;65(2):99-101. doi: 10.1016/j.jinf.2012.05.003. Epub 2012 May 11.,,,,,,,,,,,,,,,,,
18903368,NLM,MEDLINE,20081016,20201005,0035-1636 (Print) 0035-1636 (Linking),48,593-594,1948 Jan-Feb,[Mating and transmission of infectious diseases; prophylaxis of venereal diseases by artificial insemination].,74-6,,,,"['BERTHELON, M']",['BERTHELON M'],,['fre'],['Journal Article'],,France,Rev Pathol Comp,Revue de pathologie comparee,0166253,OM,"['*Biomedical Research', 'Communicable Diseases/*transmission', '*Disease Transmission, Infectious', 'Humans', 'Sexually Transmitted Diseases/*prevention & control']",,['NLM'],"['*COMMUNICABLE DISEASES/transmission', '*VENEREAL DISEASES/prevention and control']",1948/01/01 00:00,2008/10/24 09:00,['1948/01/01 00:00'],"['1948/01/01 00:00 [pubmed]', '2008/10/24 09:00 [medline]', '1948/01/01 00:00 [entrez]']",,ppublish,Rev Pathol Comp. 1948 Jan-Feb;48(593-594):74-6.,,,,,,,,,Accouplement et transmission des maladies infectieuses; prophylaxie des maladies veneriennes par l'insemination artificielle.,,,['CLML: 4814:551l'],,,,,
8918943,NLM,MEDLINE,19961212,20041117,0022-2615 (Print) 0022-2615 (Linking),45,5,1996 Nov,Tropical medicine and infectious diseases in a shrinking world.,311-2,,,,"['De Cock, K M']",['De Cock KM'],,['eng'],['Editorial'],,England,J Med Microbiol,Journal of medical microbiology,0224131,IM,"['Africa South of the Sahara/epidemiology', '*Communicable Diseases/epidemiology/therapy', 'Developing Countries', 'Humans', 'Tropical Climate', 'Tropical Medicine/*trends']",,,,1996/11/01 00:00,1996/11/01 00:01,['1996/11/01 00:00'],"['1996/11/01 00:00 [pubmed]', '1996/11/01 00:01 [medline]', '1996/11/01 00:00 [entrez]']",['10.1099/00222615-45-5-311 [doi]'],ppublish,J Med Microbiol. 1996 Nov;45(5):311-2. doi: 10.1099/00222615-45-5-311.,,,,,,,,,,,,,,,,,
13213388,NLM,MEDLINE,20030501,20201114,0025-729X (Print) 0025-729X (Linking),2,14,1954 Oct 2,Changes in infectivity of infectious diseases.,533-6,,,,"['McLORINAN, H']",['McLORINAN H'],,['eng'],['Journal Article'],,Australia,Med J Aust,The Medical journal of Australia,0400714,OM,"['Communicable Diseases/*epidemiology', 'Humans']",,['NLM'],['*COMMUNICABLE DISEASES/epidemiology'],1954/10/02 00:00,1954/10/02 00:01,['1954/10/02 00:00'],"['1954/10/02 00:00 [pubmed]', '1954/10/02 00:01 [medline]', '1954/10/02 00:00 [entrez]']",['10.5694/j.1326-5377.1954.tb66748.x [doi]'],ppublish,Med J Aust. 1954 Oct 2;2(14):533-6. doi: 10.5694/j.1326-5377.1954.tb66748.x.,,,,,,,,,,,,['CLML: 5527:25167:120'],,,,,
13284122,NLM,MEDLINE,20030501,20181201,0021-2547 (Print) 0021-2547 (Linking),34,7-8,1955 Jul-Aug,[The general pathology of infectious diseases].,357-67,,,,"['RONDONI, P']",['RONDONI P'],,['ita'],['Journal Article'],,Italy,Boll Ist Sieroter Milan,Bollettino dell'Istituto sieroterapico milanese,17720040R,OM,"['Communicable Diseases/*pathology', 'Humans']",,['NLM'],['*COMMUNICABLE DISEASES/pathology'],1955/07/01 00:00,1955/07/01 00:01,['1955/07/01 00:00'],"['1955/07/01 00:00 [pubmed]', '1955/07/01 00:01 [medline]', '1955/07/01 00:00 [entrez]']",,ppublish,Boll Ist Sieroter Milan. 1955 Jul-Aug;34(7-8):357-67.,,,,,,,,,La patologia generale delle malattie infettive.,,,['CLML: 5629:36344'],,,,,
13744471,NLM,MEDLINE,19981101,20181130,0002-3027 (Print) 0002-3027 (Linking),16(2),,1961,[Hormonal therapy in infectious diseases].,21-31,,,,"['RUDNEV, G P', 'GURSKII, Iu N']","['RUDNEV GP', 'GURSKII IuN']",,['rus'],['Journal Article'],,Russia (Federation),Vestn Akad Med Nauk SSSR,Vestnik Akademii meditsinskikh nauk SSSR,7506153,OM,"['Communicable Diseases/*therapy', 'Hormones/*therapy']",,['NLM'],"['*COMMUNICABLE DISEASES/therapy', '*HORMONES/therapy']",1961/01/01 00:00,1961/01/01 00:01,['1961/01/01 00:00'],"['1961/01/01 00:00 [pubmed]', '1961/01/01 00:01 [medline]', '1961/01/01 00:00 [entrez]']",,ppublish,Vestn Akad Med Nauk SSSR. 1961;16(2):21-31.,,,['0 (Hormones)'],,,,,,,,,,,,,,
14460393,NLM,MEDLINE,19981101,20181201,0044-2542 (Print) 0044-2542 (Linking),16,,1961 Jul 1,[Greiz epidemic prophylaxis in 1770. Contribution to the history of infectious diseases].,573-4,,,,"['KUKOWKA, A']",['KUKOWKA A'],,['ger'],['Journal Article'],,Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,OM,"['Communicable Diseases/*history', '*Epidemics', 'Humans']",,['NLM'],['*COMMUNICABLE DISEASES/history'],1961/07/01 00:00,1961/07/01 00:01,['1961/07/01 00:00'],"['1961/07/01 00:00 [pubmed]', '1961/07/01 00:01 [medline]', '1961/07/01 00:00 [entrez]']",,ppublish,Z Gesamte Inn Med. 1961 Jul 1;16:573-4.,,,,,,,,,,,,,,,,,
13266673,NLM,MEDLINE,20030501,20181201,0032-6518 (Print) 0032-6518 (Linking),175,1048,1955 Oct,Advances in the treatment of acute infectious diseases.,443-9,,,,"['BANKS, H S']",['BANKS HS'],,['eng'],['Journal Article'],,England,Practitioner,The Practitioner,0404245,OM,"['*Acute Disease', 'Communicable Diseases/*therapy', 'Humans']",,['NLM'],['*COMMUNICABLE DISEASES/therapy'],1955/10/01 00:00,1955/10/01 00:01,['1955/10/01 00:00'],"['1955/10/01 00:00 [pubmed]', '1955/10/01 00:01 [medline]', '1955/10/01 00:00 [entrez]']",,ppublish,Practitioner. 1955 Oct;175(1048):443-9.,,,,,,,,,,,,['CLML: 5629:18605'],,,,,
24278167,NLM,MEDLINE,20140918,20211021,1932-6203 (Electronic) 1932-6203 (Linking),8,11,2013,The pathogen- and incidence-based DALY approach: an appropriate [corrected] methodology for estimating the burden of infectious diseases.,e79740,10.1371/journal.pone.0079740 [doi] e79740,"In 2009, the European Centre for Disease Prevention and Control initiated the 'Burden of Communicable Diseases in Europe (BCoDE)' project to generate evidence-based and comparable burden-of-disease estimates of infectious diseases in Europe. The burden-of-disease metric used was the Disability-Adjusted Life Year (DALY), composed of years of life lost due to premature death (YLL) and due to disability (YLD). To better represent infectious diseases, a pathogen-based approach was used linking incident cases to sequelae through outcome trees. Health outcomes were included if an evidence-based causal relationship between infection and outcome was established. Life expectancy and disability weights were taken from the Global Burden of Disease Study and alternative studies. Disease progression parameters were based on literature. Country-specific incidence was based on surveillance data corrected for underestimation. Non-typhoidal Salmonella spp. and Campylobacter spp. were used for illustration. Using the incidence- and pathogen-based DALY approach the total burden for Salmonella spp. and Campylobacter spp. was estimated at 730 DALYs and at 1,780 DALYs per year in the Netherlands (average of 2005-2007). Sequelae accounted for 56% and 82% of the total burden of Salmonella spp. and Campylobacter spp., respectively. The incidence- and pathogen-based DALY methodology allows in the case of infectious diseases a more comprehensive calculation of the disease burden as subsequent sequelae are fully taken into account. Not considering subsequent sequelae would strongly underestimate the burden of infectious diseases. Estimates can be used to support prioritisation and comparison of infectious diseases and other health conditions, both within a country and between countries.",,"['Mangen, Marie-Josee J', 'Plass, Dietrich', 'Havelaar, Arie H', 'Gibbons, Cheryl L', 'Cassini, Alessandro', 'Muhlberger, Nikolai', 'van Lier, Alies', 'Haagsma, Juanita A', 'Brooke, R John', 'Lai, Taavi', 'de Waure, Chiara', 'Kramarz, Piotr', 'Kretzschmar, Mirjam E E']","['Mangen MJ', 'Plass D', 'Havelaar AH', 'Gibbons CL', 'Cassini A', 'Muhlberger N', 'van Lier A', 'Haagsma JA', 'Brooke RJ', 'Lai T', 'de Waure C', 'Kramarz P', 'Kretzschmar ME']","['Julius Centre for Health Sciences and Primary Care, University Medical Centre Utrecht, Utrecht, The Netherlands.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20131120,United States,PLoS One,PloS one,101285081,IM,"['Campylobacter/pathogenicity', 'Communicable Diseases/*microbiology/mortality/physiopathology', 'Cost of Illness', 'Humans', 'Incidence', 'Netherlands', '*Quality-Adjusted Life Years', 'Salmonella/pathogenicity']",PMC3835936,,,2013/11/28 06:00,2014/09/19 06:00,['2013/11/27 06:00'],"['2013/07/08 00:00 [received]', '2013/09/23 00:00 [accepted]', '2013/11/27 06:00 [entrez]', '2013/11/28 06:00 [pubmed]', '2014/09/19 06:00 [medline]']","['PONE-D-13-28049 [pii]', '10.1371/journal.pone.0079740 [doi]']",epublish,PLoS One. 2013 Nov 20;8(11):e79740. doi: 10.1371/journal.pone.0079740. eCollection 2013.,['Competing Interests: The authors have declared that no competing interests exist.'],,,['PLoS One. 2013;8(12). doi:10.1371/annotation/caf33818-3453-4e30-b307-7526427b09b7'],,,,,,,['BCoDE consortium'],,"['Colzani, Edourdo', 'de Wit, G Ardine', 'Fevre, Eric', 'Franco, Elisabetta', 'Jahn, Beate', 'Kramer, Alexander', 'Longhi, Silvia', 'Matsi, Ardo', 'McDonald, Scott', 'Murianni, Laura', 'Pinheiro, Paulo', 'Ricciardi, Walter', 'Ruutel, Kristi', 'Siebert, Uwe']","['Colzani E', 'de Wit G', 'Fevre E', 'Franco E', 'Jahn B', 'Kramer A', 'Longhi S', 'Matsi A', 'McDonald S', 'Murianni L', 'Pinheiro P', 'Ricciardi W', 'Ruutel K', 'Siebert U']",,,
29917197,NLM,MEDLINE,20191111,20191111,2284-0729 (Electronic) 1128-3602 (Linking),22,11,2018 Jun,CRISPR technology: new paradigm to target the infectious disease pathogens.,3448-3452,15169 [pii] 10.26355/eurrev_201806_15169 [doi],"OBJECTIVE: Infectious diseases are one of the prime causes of death worldwide. An innovative sequence specific editing technology ""Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR)"" has been tested on a broad range of microorganisms to target and destroy invading foreign DNA to human cells or tissues. This study aimed to discuss the mechanism and therapeutic usage of CRISPR/Cas9 genome editing technology in the management of various infectious disease pathogens. MATERIALS AND METHODS: We conducted a broad search of the English-language literature in ""PubMed"" using the search terms ""CRISPR"", ""Cas-9"", ""Genome editing"", ""Gene therapy"", ""infectious disease pathogens"". All the articles were reviewed and required information was recorded. RESULTS: CRISPR technology is used to modify and modulate the gene expression in biomedical research and therapeutic development. This technology facilitates the understanding of fundamental biology and broadens the horizon of treatments of germ-laden conditions. CONCLUSIONS: The applications of CRISPR technology are widely established in the diagnosis and treatment of various bacterial, viral, fungal and parasitic infectious diseases. CRISPR technology is a simple, efficient and tested on a broad range of microorganisms to rectify disease-associated genetic defects and destroy invading foreign DNA to human cells or tissues.",,"['Bakhrebah, M A', 'Nassar, M S', 'Alsuabeyl, M S', 'Zaher, W A', 'Meo, S A']","['Bakhrebah MA', 'Nassar MS', 'Alsuabeyl MS', 'Zaher WA', 'Meo SA']","['Life Science and Environmental Research Institute, King Abdulaziz City for Science and Technology (KACST), Riyadh, Saudi Arabia. sultanmeo@hotmail.com.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,Italy,Eur Rev Med Pharmacol Sci,European review for medical and pharmacological sciences,9717360,IM,"['*CRISPR-Cas Systems', 'Communicable Diseases/*genetics/microbiology/*therapy', 'Gene Editing/*methods', 'Genetic Therapy/*methods', 'Humans']",,,,2018/06/20 06:00,2019/11/12 06:00,['2018/06/20 06:00'],"['2018/06/20 06:00 [entrez]', '2018/06/20 06:00 [pubmed]', '2019/11/12 06:00 [medline]']","['15169 [pii]', '10.26355/eurrev_201806_15169 [doi]']",ppublish,Eur Rev Med Pharmacol Sci. 2018 Jun;22(11):3448-3452. doi: 10.26355/eurrev_201806_15169.,,,,,,,,,,,,,,,,,
14929757,NLM,MEDLINE,20040215,20181201,0032-6518 (Print) 0032-6518 (Linking),168,1006,1952 Apr,Emergencies in infectious diseases.,377-81,,,,"['KER, F L']",['KER FL'],,['eng'],['Journal Article'],,England,Practitioner,The Practitioner,0404245,OM,"['Communicable Diseases/*therapy', '*Emergencies', 'Humans']",,['NLM'],['*COMMUNICABLE DISEASES/therapy'],1952/04/01 00:00,1952/04/01 00:01,['1952/04/01 00:00'],"['1952/04/01 00:00 [pubmed]', '1952/04/01 00:01 [medline]', '1952/04/01 00:00 [entrez]']",,ppublish,Practitioner. 1952 Apr;168(1006):377-81.,,,,,,,,,,,,['CLML: 5222:15750:114'],,,,,
19111872,NLM,MEDLINE,20090727,20181201,1878-3503 (Electronic) 0035-9203 (Linking),103,4,2009 Apr,"Proceedings of a joint meeting between the Norwegian Society of Infectious Diseases and the Royal Society of Tropical Medicine and Hygiene, Oslo, 20 June 2008.",321-4,10.1016/j.trstmh.2008.11.010 [doi],"This paper presents the proceedings of a scientific meeting that was held between the Royal Society of Tropical Medicine and Hygiene and the Norwegian Infectious Diseases Society at Ulleval University Hospital, Oslo on 20 June 2008. Seven speakers updated the audience on recent advances in relevant issues, including international maternal and child health, podoconiosis, schistosomiasis and HIV, leprosy in the UK, rapid diagnostic tests for malaria, delayed diagnosis of tuberculosis and the Global Filariasis Programme. The meeting ended with a series of case presentations.",,"['Newport, Melanie J', 'Myrvang, Bjorn']","['Newport MJ', 'Myrvang B']","['Department of Medicine, Brighton and Sussex Medical School, Falmer, Sussex BN1 9PS, UK. m.j.newport@bsms.ac.uk']",['eng'],['Congress'],20081227,England,Trans R Soc Trop Med Hyg,Transactions of the Royal Society of Tropical Medicine and Hygiene,7506129,IM,"['*Communicable Diseases/diagnosis/etiology/therapy', 'Filariasis/prevention & control', 'Humans', 'Leprosy/diagnosis', 'Malaria/diagnosis', 'Maternal-Child Health Centers', 'Norway', 'Public Health', '*Tropical Medicine', 'Tuberculosis/diagnosis', 'United Kingdom']",,,,2008/12/30 09:00,2009/07/28 09:00,['2008/12/30 09:00'],"['2008/11/09 00:00 [received]', '2008/11/14 00:00 [accepted]', '2008/12/30 09:00 [entrez]', '2008/12/30 09:00 [pubmed]', '2009/07/28 09:00 [medline]']","['S0035-9203(08)00501-4 [pii]', '10.1016/j.trstmh.2008.11.010 [doi]']",ppublish,Trans R Soc Trop Med Hyg. 2009 Apr;103(4):321-4. doi: 10.1016/j.trstmh.2008.11.010. Epub 2008 Dec 27.,,,,,,,,,,,,,,,,,
19096894,NLM,MEDLINE,20090609,20090407,1522-9602 (Electronic) 0092-8240 (Linking),71,4,2009 May,Dynamics of indirectly transmitted infectious diseases with immunological threshold.,845-62,10.1007/s11538-008-9384-4 [doi],"There are numerous examples of human pathogens which persist in environmental reservoirs while infectious outbreaks remain rare. In this manuscript, we consider the dynamics of infectious diseases for which the primary mode of transmission is indirect and mediated by contact with a contaminated reservoir. We evaluate the realistic scenario in which the number of ingested pathogens must be above a critical threshold to cause infection in susceptible individuals. This minimal infectious dose is a consequence of the clearance effect of the innate immune system. Infected individuals shed pathogens back into the aquatic reservoir, indirectly increasing the transmittability of the pathogen to the susceptible. Building upon prior works in the study of cholera dynamics, we introduce and analyze a family of reservoir mediated SIR models with a threshold pathogen density for infection. Analyzing this family of models, we show that an outbreak can result from noninfinitesimal introductions of either infected individuals or additional pathogens in the reservoir. We devise two new measures of how likely it is that an environmentally persistent pathogen will cause an outbreak: (i) the minimum fraction of infected individuals; and (ii) the minimum fluctuation size of in-reservoir pathogens. We find an additional control parameter involving the shedding rate of infected individuals, which we term the pathogen enhancement ratio, which determines whether outbreaks lead to epidemics or endemic disease states. Thus, the ultimate outcome of disease is controlled by the strength of fluctuations and the global stability of a nonlinear dynamical system, as opposed to conventional analysis in which disease reflects the linear destabilization of a disease free equilibrium. Our model predicts that in the case of waterborne diseases, suppressing the pathogen density in aquatic reservoirs may be more effective than minimizing the number of infected individuals.",,"['Joh, Richard I', 'Wang, Hao', 'Weiss, Howard', 'Weitz, Joshua S']","['Joh RI', 'Wang H', 'Weiss H', 'Weitz JS']","['School of Physics, Georgia Institute of Technology, Atlanta, GA 30332, USA. ijoh3@gatech.edu']",['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",20081219,United States,Bull Math Biol,Bulletin of mathematical biology,0401404,IM,"['Communicable Diseases/epidemiology/*immunology/*transmission', 'Disease Outbreaks', '*Disease Reservoirs', 'Humans', '*Models, Immunological', 'Population Dynamics']",,,,2008/12/20 09:00,2009/06/10 09:00,['2008/12/20 09:00'],"['2008/04/15 00:00 [received]', '2008/12/02 00:00 [accepted]', '2008/12/20 09:00 [entrez]', '2008/12/20 09:00 [pubmed]', '2009/06/10 09:00 [medline]']",['10.1007/s11538-008-9384-4 [doi]'],ppublish,Bull Math Biol. 2009 May;71(4):845-62. doi: 10.1007/s11538-008-9384-4. Epub 2008 Dec 19.,,,,,,,,,,,,,,,,,
