PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,LID,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,AB,AUID,PMC,COIS,OTO,OT,GR,RN,CI,RF,CON,MID,CIN,CN,TT,PS,FPS,SPIN,EIN,OID,ORI
32683887,NLM,MEDLINE,20210315,20210315,1942-0080 (Electronic) 1941-9651 (Linking),13,2020 Jul,In This Issue of the Journal.,e011449,10.1161/CIRCIMAGING.120.011449 [doi],"['Gropler, Robert J']",['Gropler RJ'],"['Editor in Chief, Circulation: Cardiovascular Imaging.']",['eng'],"['Editorial', 'Introductory Journal Article']",20200720,United States,Circ Cardiovasc Imaging,Circulation. Cardiovascular imaging,101479935,IM,"['*Biomedical Research', '*Cardiac Imaging Techniques', '*Cardiology', 'Cardiovascular Diseases/*diagnostic imaging/physiopathology/therapy', 'Editorial Policies', 'Humans', 'Peer Review', 'Periodicals as Topic']",2020/07/21 06:00,2021/03/16 06:00,['2020/07/21 06:00'],"['2020/07/21 06:00 [entrez]', '2020/07/21 06:00 [pubmed]', '2021/03/16 06:00 [medline]']",['10.1161/CIRCIMAGING.120.011449 [doi]'],ppublish,Circ Cardiovasc Imaging. 2020 Jul;13(7):e011449. doi: 10.1161/CIRCIMAGING.120.011449. Epub 2020 Jul 20.,7,,,,,,,,,,,,,,,,,,,,,
15756501,NLM,MEDLINE,20050428,20181201,0340-1855 (Print) 0340-1855 (Linking),64,2005 Feb,[Rheumatism and heart: autoimmune mechanisms link rheumatic to cardiovascular diseases].,48-51,,"['Voswinkel, J']",['Voswinkel J'],"['Poliklinik fur Rheumatologie, Universitat zu Lubeck und Rheumaklinik Bad Bramstedt, Ratzeburger Allee 160, 23538 Lubeck, Germany.']",['ger'],['Congress'],,Germany,Z Rheumatol,Zeitschrift fur Rheumatologie,0414162,IM,"['Autoimmune Diseases/complications/*diagnosis/*therapy', 'Cardiovascular Diseases/complications/*diagnosis/*therapy', 'Humans', 'Italy', 'Rheumatic Diseases/complications/*diagnosis/*therapy']",2005/03/10 09:00,2005/04/29 09:00,['2005/03/10 09:00'],"['2005/03/10 09:00 [pubmed]', '2005/04/29 09:00 [medline]', '2005/03/10 09:00 [entrez]']",['10.1007/s00393-005-0621-z [doi]'],ppublish,Z Rheumatol. 2005 Feb;64(1):48-51. doi: 10.1007/s00393-005-0621-z.,1,,,,,,,,,,,,,,,Rheuma und Herz: autoimmune Prozesse verbinden rheumatische mit kardiovaskularen Erkrankungen.,,,,,,
3342425,NLM,MEDLINE,19880328,20220409,0008-6312 (Print) 0008-6312 (Linking),75,1988,Emergence of cardiovascular diseases in developing countries.,56-64,,"['Dodu, S R']",['Dodu SR'],"['Cardiovascular Diseases Unit, World Health Organization, Geneva, Switzerland.']",['eng'],['Journal Article'],,Switzerland,Cardiology,Cardiology,1266406,IM,"['Cardiovascular Diseases/*epidemiology/mortality/prevention & control', '*Developing Countries', 'Health Priorities', 'Humans', 'Life Expectancy', 'Time Factors']",1988/01/01 00:00,1988/01/01 00:01,['1988/01/01 00:00'],"['1988/01/01 00:00 [pubmed]', '1988/01/01 00:01 [medline]', '1988/01/01 00:00 [entrez]']",['10.1159/000174349 [doi]'],ppublish,Cardiology. 1988;75(1):56-64. doi: 10.1159/000174349.,1,"Developing countries are subject to the same risks that have contributed to the high incidence of cardiovascular diseases in the already developed countries. Improvements in life expectancy at birth lead to predictable shifts in the cause-of-death structure over time. The stage at which cardiovascular diseases may be considered to be 'actively emerging' corresponds to a life expectancy level between 50 and 60 years and, at this level, cardiovascular disease mortality accounts for 15-25% of all deaths. The average life expectancy at birth in developing countries for the year 2000 is projected to be 60 years or more and it may be expected that by that time cardiovascular diseases would be actively emerging or established in virtually every country. In many developing countries today, life-style pattern that is associated with high rates of coronary heart disease is not yet widespread and it is therefore logical that a strategy of prevention should include efforts to inhibit the entrenchment and spread of unhealthy life-styles in the community (i.e., primordial prevention). At the country level, cardiovascular disease prevention and control cannot be considered in isolation and must be related to prevailing national health priorities and competing claims from other sectors of development. In poorer countries where life expectancy is below 50 years primordial prevention activities are likely to be restricted--perhaps to smoking and hypertension control. In middle-income countries a broader based approach to primordial prevention is feasible and is more likely to be acceptable.",,,,,,,,,,,,,,,,,,,,
34824676,NLM,MEDLINE,20211208,20211214,1947-6108 (Electronic) 1947-6094 (Print) 1947-6108 (Linking),17,2021,The Evolving Landscape of Cardiovascular Disease Prevention.,1-7,10.14797/mdcvj.383 [doi],"['Cainzos-Achirica, Miguel', 'Patel, Kershaw V', 'Nasir, Khurram']","['Cainzos-Achirica M', 'Patel KV', 'Nasir K']","['Division of Cardiovascular Prevention and Wellness, Department of Cardiology, Houston Methodist DeBakey Heart & Vascular Center, Houston, TX, US.', 'Center for Outcomes Research, Houston Methodist, Houston, TX, US.', 'Johns Hopkins Ciccarone Center for the Prevention of Cardiovascular Disease, Johns Hopkins Medical Institutions, Baltimore, MD, US.', 'Division of Cardiovascular Prevention and Wellness, Department of Cardiology, Houston Methodist DeBakey Heart & Vascular Center, Houston, TX, US.', 'Division of Cardiovascular Prevention and Wellness, Department of Cardiology, Houston Methodist DeBakey Heart & Vascular Center, Houston, TX, US.', 'Center for Outcomes Research, Houston Methodist, Houston, TX, US.', 'Johns Hopkins Ciccarone Center for the Prevention of Cardiovascular Disease, Johns Hopkins Medical Institutions, Baltimore, MD, US.']",['eng'],['Editorial'],20210924,United States,Methodist Debakey Cardiovasc J,Methodist DeBakey cardiovascular journal,101508600,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', 'Humans']",2021/11/27 06:00,2021/12/15 06:00,['2021/11/26 06:54'],"['2021/08/16 00:00 [received]', '2021/08/17 00:00 [accepted]', '2021/11/26 06:54 [entrez]', '2021/11/27 06:00 [pubmed]', '2021/12/15 06:00 [medline]']",['10.14797/mdcvj.383 [doi]'],epublish,Methodist Debakey Cardiovasc J. 2021 Sep 24;17(4):1-7. doi: 10.14797/mdcvj.383. eCollection 2021.,4,,"['ORCID: 0000-0002-8073-2337', 'ORCID: 0000-0003-2002-4096', 'ORCID: 0000-0001-5376-2269']",PMC8588765,['The authors have no competing interests to declare.'],,,,,,,,,,,,,,,,,
7736485,NLM,MEDLINE,19950606,20180215,0008-6312 (Print) 0008-6312 (Linking),85 Suppl 2,1994,Circadian variation and triggers of cardiovascular disease.,3-10,,"['Muller, J E', 'Mangel, B']","['Muller JE', 'Mangel B']","['Cardiology Division, Deaconess Hospital, Boston, MA 02215, USA.']",['eng'],"['Journal Article', 'Review']",,Switzerland,Cardiology,Cardiology,1266406,IM,"['Cardiovascular Diseases/diagnosis/epidemiology/*etiology/therapy', '*Circadian Rhythm', 'Electrocardiography, Ambulatory', 'Humans']",1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",['10.1159/000177040 [doi]'],ppublish,Cardiology. 1994;85 Suppl 2:3-10. doi: 10.1159/000177040.,,"It has recently been shown that approximately 90% of cases of non-fatal myocardial infarction and many cases of sudden cardiac death are caused by disruption of a coronary atherosclerotic plaque, followed by occlusive thrombus formation. Secondly, the circadian pattern of myocardial infarction is well known to feature a prominent increase in the morning hours. Taken together, these factors may provide an opportunity to reduce deaths caused by cardiovascular disease. Findings indicate that, in many cases, plaque disruption and thrombus formation are triggered by the activities of the patient. It is postulated that onset occurs when a 'vulnerable' atherosclerotic plaque becomes disrupted and occlusive thrombus formation occurs. The occurrence of a myocardial infarction in the morning hours could result from the synchronization of a number of potential triggers. The importance of the recognition of the circadian variation of acute onset of myocardial infarction is that pharmacologic protection can be directed at the early waking hours. It would seem reasonable to propose that long-acting anti-ischemic agents would have an advantage over short-acting agents in providing protection against the morning occurrence of myocardial infarction. A future goal would be to design therapeutic regimens that would have the ability to sever the linkage between a potential triggering activity and the development of myocardial infarction.",,,,,,,,,13,,,,,,,,,,,
19113024,NLM,MEDLINE,20090219,20161124,0029-6570 (Print) 0029-6570 (Linking),23,2008 Dec 10-16,Learning the skills to save lives.,62-3,,"['Nuttall, Michaela']",['Nuttall M'],"['Bromley Primary Care Trust, Kent.']",['eng'],['Journal Article'],,England,Nurs Stand,Nursing standard (Royal College of Nursing (Great Britain) : 1987),9012906,,"['Cardiovascular Diseases/blood/diagnosis/*nursing/therapy', 'Cholesterol/blood', 'Cost of Illness', 'Early Diagnosis', 'Humans', '*Inservice Training', 'Life Style', '*Nurses', 'United Kingdom/epidemiology']",2008/12/31 09:00,2009/02/20 09:00,['2008/12/31 09:00'],"['2008/12/31 09:00 [entrez]', '2008/12/31 09:00 [pubmed]', '2009/02/20 09:00 [medline]']",['10.7748/ns2008.12.23.14.62.p4213 [doi]'],ppublish,Nurs Stand. 2008 Dec 10-16;23(14):62-3. doi: 10.7748/ns2008.12.23.14.62.p4213.,14,,,,,,,,['97C5T2UQ7J (Cholesterol)'],,,,,,,,,,,,,
22622121,NLM,MEDLINE,20121109,20120524,1827-6806 (Print) 1827-6806 (Linking),13,2012 Jun,[Does cardiac surgery in women carry a higher risk than in men?].,419-23,10.1714/1073.11760 [doi],"['Torracca, Lucia', 'Capestro, Filippo', 'Zingaro, Carlo', 'Massi, Francesco', 'Rescigno, Giuseppe', 'Pierri, Michele Danilo']","['Torracca L', 'Capestro F', 'Zingaro C', 'Massi F', 'Rescigno G', 'Pierri MD']","['Azienda Ospedaliero-Universitaria Ospedali Riuniti, Ancona. toracca.lucia@gmail.com']",['ita'],"['English Abstract', 'Journal Article', 'Review']",,Italy,G Ital Cardiol (Rome),Giornale italiano di cardiologia (2006),101263411,IM,"['Cardiac Surgical Procedures/*mortality', 'Cardiovascular Diseases/diagnosis/*mortality/*surgery/therapy', 'Female', 'Humans', 'Male', 'Risk Factors', 'Sex Distribution', 'Sex Factors', 'Treatment Outcome']",2012/05/25 06:00,2012/11/10 06:00,['2012/05/25 06:00'],"['2012/05/25 06:00 [entrez]', '2012/05/25 06:00 [pubmed]', '2012/11/10 06:00 [medline]']",['10.1714/1073.11760 [doi]'],ppublish,G Ital Cardiol (Rome). 2012 Jun;13(6):419-23. doi: 10.1714/1073.11760.,6,"Cardiovascular diseases are the leading cause of death in women, and female patients exhibit peculiar features as to symptoms, diagnosis and treatment. This sex difference is also observed in cardiac surgery, with mortality and morbidity being higher in female patients. Whether female gender is an independent variable for mortality still remains controversial. This review summarizes the data available in the literature on cardiac surgery in the female population.",,,,,,,,,,,,,,La cardiochirurgia nella donna: rischio piu alto?,,,,,,
29032740,NLM,MEDLINE,20180827,20180827,2047-4881 (Electronic) 2047-4873 (Linking),24,2017 Oct,Editor's presentation.,1571-1574,10.1177/2047487317736953 [doi],"['Piepoli, Massimo F']",['Piepoli MF'],"['Heart Failure Unit Cardiology, G da Saliceto Hospital, Piacenza, Italy.']",['eng'],"['Editorial', 'Introductory Journal Article']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['Cardiac Rehabilitation', 'Cardiovascular Diseases/diagnosis/*epidemiology/physiopathology/therapy', 'Death, Sudden, Cardiac/epidemiology/prevention & control', 'Humans', 'Predictive Value of Tests', 'Prognosis', 'Risk Assessment', 'Risk Factors']",2017/10/17 06:00,2018/08/28 06:00,['2017/10/17 06:00'],"['2017/10/17 06:00 [entrez]', '2017/10/17 06:00 [pubmed]', '2018/08/28 06:00 [medline]']",['10.1177/2047487317736953 [doi]'],ppublish,Eur J Prev Cardiol. 2017 Oct;24(15):1571-1574. doi: 10.1177/2047487317736953.,15,,,,,,,,,,,,,,,,,,,,,
19454903,NLM,MEDLINE,20090825,20151119,1473-5598 (Electronic) 0263-6352 (Linking),27,2009 Jun,Risk prediction in subjects with high-normal blood pressure.,1126-8,10.1097/HJH.0b013e32832c4e2a [doi],"['Schneider, Markus P', 'Schmieder, Roland E']","['Schneider MP', 'Schmieder RE']",,['eng'],"['Comment', 'Editorial', 'Review']",,Netherlands,J Hypertens,Journal of hypertension,8306882,IM,"['Antihypertensive Agents/therapeutic use', 'Biomarkers/analysis', '*Blood Pressure', 'Cardiovascular Diseases/etiology/physiopathology/prevention & control', 'Humans', 'Hypertension/*diagnosis/drug therapy/physiopathology', 'Prognosis', 'Risk Factors']",2009/05/21 09:00,2009/08/26 09:00,['2009/05/21 09:00'],"['2009/05/21 09:00 [entrez]', '2009/05/21 09:00 [pubmed]', '2009/08/26 09:00 [medline]']","['00004872-200906000-00005 [pii]', '10.1097/HJH.0b013e32832c4e2a [doi]']",ppublish,J Hypertens. 2009 Jun;27(6):1126-8. doi: 10.1097/HJH.0b013e32832c4e2a.,6,,,,,,,,"['0 (Antihypertensive Agents)', '0 (Biomarkers)']",,13,['J Hypertens. 2009 Jun;27(6):1165-71. PMID: 19387364'],,,,,,,,,,
11735783,NLM,MEDLINE,20020103,20190717,0003-9942 (Print) 0003-9942 (Linking),58,2001 Dec,Patterns on cranial magnetic resonance imaging in elderly people and vascular disease outcomes.,2074,,"['Longstreth, W T Jr', 'Diehr, P', 'Beauchamp, N J', 'Manolio, T A']","['Longstreth WT Jr', 'Diehr P', 'Beauchamp NJ', 'Manolio TA']",,['eng'],['Letter'],,United States,Arch Neurol,Archives of neurology,0372436,IM,"['Aged', 'Brain/*pathology', 'Cardiovascular Diseases/complications/*epidemiology/*pathology', 'Cluster Analysis', 'Humans', '*Magnetic Resonance Imaging']",2001/12/26 10:00,2002/01/05 10:01,['2001/12/26 10:00'],"['2001/12/26 10:00 [pubmed]', '2002/01/05 10:01 [medline]', '2001/12/26 10:00 [entrez]']","['nlt1201-1 [pii]', '10.1001/archneur.58.12.2074 [doi]']",ppublish,Arch Neurol. 2001 Dec;58(12):2074. doi: 10.1001/archneur.58.12.2074.,12,,,,,,,,,,,,,,,,,,,,,
24860054,NLM,MEDLINE,20140820,20140526,0030-6002 (Print) 0030-6002 (Linking),155,2014 Jun 1,[Long-forgotten machines and devices used in the diagnostics and therapy of cardiovascular diseases].,880-2,10.1556/OH.2014.HO2488 [doi],"['Szabo, Katalin']",['Szabo K'],['Semmelweis Orvostorteneti Muzeum Budapest Aprod u. 1-3. 1013.'],['hun'],"['Historical Article', 'Journal Article']",,Hungary,Orv Hetil,Orvosi hetilap,0376412,IM,"['Cardiovascular Diseases/diagnosis/*history/therapy', 'Electrocardiography/*history', 'Equipment and Supplies/*history', 'Europe', 'History, 19th Century', 'History, 20th Century', 'Humans', 'Hungary', 'Ventilators, Mechanical/*history']",2014/05/27 06:00,2014/08/21 06:00,['2014/05/27 06:00'],"['2014/05/27 06:00 [entrez]', '2014/05/27 06:00 [pubmed]', '2014/08/21 06:00 [medline]']","['G0H35002720J7K01 [pii]', '10.1556/OH.2014.HO2488 [doi]']",ppublish,Orv Hetil. 2014 Jun 1;155(22):880-2. doi: 10.1556/OH.2014.HO2488.,22,,,,,,,,,,,,,,,Regen elfeledett gepek es eszkozok a sziv- es errendszeri betegsegek diagnosztikajaban es terapiajaban.,,,,,,
25959384,NLM,MEDLINE,20161221,20220310,1879-0712 (Electronic) 0014-2999 (Linking),778,2016 May 5,The impact of mast cells on cardiovascular diseases.,103-15,S0014-2999(15)00412-4 [pii] 10.1016/j.ejphar.2015.04.050 [doi],"['Kritikou, Eva', 'Kuiper, Johan', 'Kovanen, Petri T', 'Bot, Ilze']","['Kritikou E', 'Kuiper J', 'Kovanen PT', 'Bot I']","['Division of Biopharmaceutics, Leiden Academic Centre for Drug Research, Leiden University, Leiden, The Netherlands.', 'Division of Biopharmaceutics, Leiden Academic Centre for Drug Research, Leiden University, Leiden, The Netherlands.', 'Wihuri Research Institute, Helsinki, Finland.', 'Division of Biopharmaceutics, Leiden Academic Centre for Drug Research, Leiden University, Leiden, The Netherlands. Electronic address: i.bot@lacdr.leidenuniv.nl.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",20150508,Netherlands,Eur J Pharmacol,European journal of pharmacology,1254354,IM,"['Animals', 'Cardiovascular Diseases/etiology/*immunology/*pathology/therapy', 'Diet/adverse effects', 'Humans', 'Mast Cells/*immunology/*pathology']",2015/05/12 06:00,2016/12/22 06:00,['2015/05/12 06:00'],"['2014/12/10 00:00 [received]', '2015/04/10 00:00 [revised]', '2015/04/21 00:00 [accepted]', '2015/05/12 06:00 [entrez]', '2015/05/12 06:00 [pubmed]', '2016/12/22 06:00 [medline]']","['S0014-2999(15)00412-4 [pii]', '10.1016/j.ejphar.2015.04.050 [doi]']",ppublish,Eur J Pharmacol. 2016 May 5;778:103-15. doi: 10.1016/j.ejphar.2015.04.050. Epub 2015 May 8.,,"Mast cells comprise an innate immune cell population, which accumulates in tissues proximal to the outside environment and, upon activation, augments the progression of immunological reactions through the release and diffusion of either pre-formed or newly generated mediators. The released products of mast cells include histamine, proteases, as well as a variety of cytokines, chemokines and growth factors, which act on the surrounding microenvironment thereby shaping the immune responses triggered in various diseased states. Mast cells have also been detected in the arterial wall and are implicated in the onset and progression of numerous cardiovascular diseases. Notably, modulation of distinct mast cell actions using genetic and pharmacological approaches highlights the crucial role of this cell type in cardiovascular syndromes. The acquired evidence renders mast cells and their mediators as potential prognostic markers and therapeutic targets in a broad spectrum of pathophysiological conditions related to cardiovascular diseases.",,,,['NOTNLM'],"['Aneurysm', 'Arrhythmia', 'Atherosclerosis', 'Diabetes', 'Mast cells', 'Myocardial infarction', 'Obesity', 'Restenosis']",,,['Copyright (c) 2015 Elsevier B.V. All rights reserved.'],,,,,,,,,,,,
28894039,NLM,MEDLINE,20190425,20220211,1467-3045 (Electronic) 1467-3037 (Linking),28,2018,Translational Approaches In Cardiovascular Diseases by Omics.,1-14,10.21775/cimb.028.001 [doi],"['Rabani, Vahideh', 'Davani, Siamak']","['Rabani V', 'Davani S']","['EA 3920, Univ. Bourgogne-Franche Comte, Besancon, France.', 'EA 3920, Univ. Bourgogne-Franche Comte, Besancon, France and Laboratoire de Pharmacologie Clinique et Toxicologie, CHU de Besancon, France.']",['eng'],"['Journal Article', 'Review']",20170912,Switzerland,Curr Issues Mol Biol,Current issues in molecular biology,100931761,IM,"['*Biomarkers', 'Cardiovascular Diseases/*genetics/pathology/therapy', 'Genomics/*methods', 'Humans', 'Molecular Targeted Therapy', 'Proteomics/*methods']",2017/09/13 06:00,2019/04/26 06:00,['2017/09/13 06:00'],"['2017/09/13 06:00 [pubmed]', '2019/04/26 06:00 [medline]', '2017/09/13 06:00 [entrez]']","['cimb.028.001 [pii]', '10.21775/cimb.028.001 [doi]']",ppublish,Curr Issues Mol Biol. 2018;28:1-14. doi: 10.21775/cimb.028.001. Epub 2017 Sep 12.,,"Cardiovascular diseases are among the leading causes of morbidity and mortality. Despite scientific and technical progress in risk prediction, diagnostics, prognostication and therapy of cardiovascular pathologies, new biomarkers and therapeutic targets remain the subject of intense research to reduce the burden of these diseases. High throughput analyses, termed ""omics"", are a promising avenue of research. These recently developed technical fields have revolutionized biological and medical research in a very short time. By their interdisciplinary nature, these new methods have already provided a wide vision of cell and tissue pathways and functions. Here, we review how these methods can help to discover new biomarkers and therapeutic targets in cardiovascular diseases.",,,,,,,['0 (Biomarkers)'],,,,,,,,,,,,,
12460831,NLM,MEDLINE,20030310,20061115,1302-8723 (Print) 1302-8723 (Linking),2,2002 Dec,[Apoptosis and cardiovascular disease].,323-9,,"['Kultursay, Hakan', 'Kayikcioglu, Meral']","['Kultursay H', 'Kayikcioglu M']","['Department of Cardiology, Medical Faculty, Ege University, Izmir, Turkey. omkay@superonline.com']",['tur'],"['English Abstract', 'Journal Article', 'Review']",,Turkey,Anadolu Kardiyol Derg,Anadolu kardiyoloji dergisi : AKD = the Anatolian journal of cardiology,101095069,IM,"['*Apoptosis', 'Cardiovascular Diseases/etiology/*pathology/prevention & control', 'Humans']",2002/12/04 04:00,2003/03/11 04:00,['2002/12/04 04:00'],"['2002/12/04 04:00 [pubmed]', '2003/03/11 04:00 [medline]', '2002/12/04 04:00 [entrez]']",,ppublish,Anadolu Kardiyol Derg. 2002 Dec;2(4):323-9.,4,Apoptosis is defined as a genetically programmed cell death. Apoptotic cell death plays an important role both in heart development and cardiac disease. This review deals with the key features of this process. The modification of possible interactions between extrinsic and intrinsic factors affecting the cell during apoptotic process may be of major interest in preventing the progression of cardiovascular disease. Current issues on the pathogenetic role of apoptosis in heart disease and how these knowledge can be applied in clinical usage is also evaluated in this review.,,,,,,,,,49,,,,,Apoptozis ve Kardiyovaskuler Hastaliklar.,,,,,,
